state,date,sector,supply
Pulau Pinang,2018-09-01,local,1122.9229104685403
Perlis,2018-09-01,local,983.4261408434654
Melaka,2018-09-01,local,777.9354320531226
Sabah,2018-09-01,local,1121.5563455706483
Johor,2018-09-01,local,1022.8246854655663
Kelantan,2018-10-01,local,1009.0203166448006
Negeri Sembilan,2018-10-01,local,1044.6559777050531
Terengganu,2018-10-01,local,954.737199784485
Kedah,2018-10-01,local,1027.7222068071592
Sarawak,2018-10-01,local,920.9885900437735
Pahang,2018-10-01,local,1146.9267008429915
W.P. Labuan,2018-10-01,local,1003.9034957455073
Selangor,2018-10-01,local,887.4506770275239
Perak,2018-10-01,local,1071.7323604057078
Pulau Pinang,2018-10-01,local,1065.560157718072
Perlis,2018-10-01,local,893.6513772729867
Melaka,2018-10-01,local,910.6128859640306
Sabah,2018-10-01,local,1059.3574030631125
Johor,2018-10-01,local,843.0474446680707
Kelantan,2018-11-01,local,1092.4885080901813
Negeri Sembilan,2018-11-01,local,1096.8955921551524
Terengganu,2018-11-01,local,834.1794342319894
Kedah,2018-11-01,local,972.5039985222829
Sarawak,2018-11-01,local,1057.921479402392
Pahang,2018-11-01,local,1141.1382638725745
W.P. Labuan,2018-11-01,local,833.9974408223816
Selangor,2018-11-01,local,877.7854250699163
Perak,2018-11-01,local,1022.2474463987502
Pulau Pinang,2018-11-01,local,783.9815184417378
Perlis,2018-11-01,local,910.5359021339358
Melaka,2018-11-01,local,893.1472891105122
Sabah,2018-11-01,local,854.6866312385811
Johor,2018-11-01,local,1091.8689552630008
Kelantan,2018-12-01,local,815.2860427218463
Negeri Sembilan,2018-12-01,local,796.4261657432831
Terengganu,2018-12-01,local,965.5755139583055
Kedah,2018-12-01,local,1131.281538256509
Sarawak,2018-12-01,local,1069.3224775632434
Pahang,2018-12-01,local,955.3799817988811
W.P. Labuan,2018-12-01,local,908.2496562895524
Selangor,2018-12-01,local,1098.6669678504259
Perak,2018-12-01,local,1090.4397998232503
Pulau Pinang,2018-12-01,local,935.3402403754754
Perlis,2018-12-01,local,1002.1034574792999
Melaka,2018-12-01,local,1087.282158655522
Sabah,2018-12-01,local,899.1790685954373
Johor,2018-12-01,local,812.6948478931198
Kelantan,2019-01-01,local,1170.4878310938434
Negeri Sembilan,2019-01-01,local,1003.0137046960201
Terengganu,2019-01-01,local,913.5977223874414
Kedah,2019-01-01,local,1106.7485907563657
Sarawak,2019-01-01,local,807.0104251041151
Pahang,2019-01-01,local,914.337804546768
W.P. Labuan,2019-01-01,local,1174.7586632447606
Selangor,2019-01-01,local,1108.613220976943
Perak,2019-01-01,local,1202.9032466700405
Pulau Pinang,2019-01-01,local,1032.3532217775482
Perlis,2019-01-01,local,1046.1608072840509
Melaka,2019-01-01,local,1208.5390147965325
Sabah,2019-01-01,local,837.7275825028098
Johor,2019-01-01,local,922.4617996824422
Kelantan,2019-02-01,local,999.0031404920188
Negeri Sembilan,2019-02-01,local,888.0887300137156
Terengganu,2019-02-01,local,1043.180214261653
Kedah,2019-02-01,local,776.8760745601172
Sarawak,2019-02-01,local,824.6299956208883
Pahang,2019-02-01,local,836.1946396518726
W.P. Labuan,2019-02-01,local,1024.705516187126
Selangor,2019-02-01,local,733.537880173461
Perak,2019-02-01,local,830.493094931913
Pulau Pinang,2019-02-01,local,964.2834921931444
Perlis,2019-02-01,local,820.2412752536932
Melaka,2019-02-01,local,926.9172920614284
Sabah,2019-02-01,local,969.5608222677846
Johor,2019-02-01,local,869.132955723637
Kelantan,2019-03-01,local,1147.9816673763598
Negeri Sembilan,2019-03-01,local,882.6628322962662
Terengganu,2019-03-01,local,995.8706626540865
Kedah,2019-03-01,local,882.1569399838294
Sarawak,2019-03-01,local,1188.6026942099622
Pahang,2019-03-01,local,986.6278305595226
W.P. Labuan,2019-03-01,local,1001.6966003638762
Selangor,2019-03-01,local,958.9120280046066
Perak,2019-03-01,local,1216.310336277389
Pulau Pinang,2019-03-01,local,1130.2509507262032
Perlis,2019-03-01,local,969.0609254621556
Melaka,2019-03-01,local,910.362757647103
Sabah,2019-03-01,local,1027.8577371219178
Johor,2019-03-01,local,997.006705037416
Kelantan,2019-04-01,local,941.5682635380455
Negeri Sembilan,2019-04-01,local,974.6269270006763
Terengganu,2019-04-01,local,1057.333282510356
Kedah,2019-04-01,local,1016.8266887029849
Sarawak,2019-04-01,local,1090.5525816463723
Pahang,2019-04-01,local,881.3335825073756
W.P. Labuan,2019-04-01,local,963.9873841611708
Selangor,2019-04-01,local,870.7827557877351
Perak,2019-04-01,local,1032.596508423387
Pulau Pinang,2019-04-01,local,1017.7407174187217
Perlis,2019-04-01,local,1154.7403324010947
Melaka,2019-04-01,local,954.4494577714395
Sabah,2019-04-01,local,1196.9694666104353
Johor,2019-04-01,local,1173.8341218888675
Kelantan,2019-05-01,local,862.17306020196
Negeri Sembilan,2019-05-01,local,1253.162463992702
Terengganu,2019-05-01,local,1254.980716695035
Kedah,2019-05-01,local,918.1713750791089
Sarawak,2019-05-01,local,1158.7855943172538
Pahang,2019-05-01,local,1147.2961884123058
W.P. Labuan,2019-05-01,local,890.6397885637847
Selangor,2019-05-01,local,1189.256260530042
Perak,2019-05-01,local,1163.5785113427728
Pulau Pinang,2019-05-01,local,1090.734479991214
Perlis,2019-05-01,local,1038.7727929557211
Melaka,2019-05-01,local,974.1761541408991
Sabah,2019-05-01,local,1172.4895148910864
Johor,2019-05-01,local,1171.519908843266
Kelantan,2019-06-01,local,1029.7204221616441
Negeri Sembilan,2019-06-01,local,910.9885053812412
Terengganu,2019-06-01,local,1073.0531381509104
Kedah,2019-06-01,local,1087.1496171183085
Sarawak,2019-06-01,local,1067.1589511224245
Pahang,2019-06-01,local,982.8246441242945
W.P. Labuan,2019-06-01,local,1001.8128759801461
Selangor,2019-06-01,local,1098.3296412242503
Perak,2019-06-01,local,962.3967055818384
Pulau Pinang,2019-06-01,local,1130.757996060465
Perlis,2019-06-01,local,1110.657610335752
Melaka,2019-06-01,local,777.0817174447158
Sabah,2019-06-01,local,866.8573583598586
Johor,2019-06-01,local,1079.0563845575575
Kelantan,2019-07-01,local,888.8139624974738
Negeri Sembilan,2019-07-01,local,1210.0631055781462
Terengganu,2019-07-01,local,1099.4128701315678
Kedah,2019-07-01,local,830.3614441721961
Sarawak,2019-07-01,local,1228.084750575883
Pahang,2019-07-01,local,1230.6431576809769
W.P. Labuan,2019-07-01,local,967.2930152602596
Selangor,2019-07-01,local,1172.8319491468085
Perak,2019-07-01,local,1055.109312966141
Pulau Pinang,2019-07-01,local,1111.8018107333023
Perlis,2019-07-01,local,929.9249458759493
Melaka,2019-07-01,local,1117.0602513288623
Sabah,2019-07-01,local,977.2797551838304
Johor,2019-07-01,local,1056.350359274591
Kelantan,2019-08-01,local,933.6486866692162
Negeri Sembilan,2019-08-01,local,949.2936807923005
Terengganu,2019-08-01,local,1134.1884824348824
Kedah,2019-08-01,local,1214.8857056963034
Sarawak,2019-08-01,local,1085.9492363144718
Pahang,2019-08-01,local,923.8341642580765
W.P. Labuan,2019-08-01,local,913.5491650114702
Selangor,2019-08-01,local,970.3984422738666
Perak,2019-08-01,local,1134.2876300817866
Pulau Pinang,2019-08-01,local,822.0919687151941
Perlis,2019-08-01,local,842.1668277878654
Melaka,2019-08-01,local,884.98103835115
Sabah,2019-08-01,local,1016.131702696219
Johor,2019-08-01,local,949.9052776205652
Kelantan,2019-09-01,local,1162.3350455053453
Negeri Sembilan,2019-09-01,local,1184.2549993601876
Terengganu,2019-09-01,local,1030.9867357968174
Kedah,2019-09-01,local,836.0967783631461
Sarawak,2019-09-01,local,1069.3690523871344
Pahang,2019-09-01,local,1139.3093758893924
W.P. Labuan,2019-09-01,local,1017.2378999509264
Selangor,2019-09-01,local,869.25098153634
Perak,2019-09-01,local,813.5954759771456
Pulau Pinang,2019-09-01,local,1058.7266245402884
Perlis,2019-09-01,local,870.6679279492868
Melaka,2019-09-01,local,948.8114003252819
Sabah,2019-09-01,local,1071.9285488442592
Johor,2019-09-01,local,1062.44294993394
Kelantan,2019-10-01,local,883.7356069758007
Negeri Sembilan,2019-10-01,local,857.1732587419467
Terengganu,2019-10-01,local,852.6998217819414
Kedah,2019-10-01,local,1062.9058180501927
Sarawak,2019-10-01,local,979.5827505381968
Pahang,2019-10-01,local,1192.6730081711628
W.P. Labuan,2019-10-01,local,868.2941992235446
Selangor,2019-10-01,local,901.3042092413405
Perak,2019-10-01,local,1006.4059025333224
Pulau Pinang,2019-10-01,local,888.2363646343824
Perlis,2019-10-01,local,1196.8274260618275
Melaka,2019-10-01,local,1131.01326192964
Sabah,2019-10-01,local,1084.977358495925
Johor,2019-10-01,local,1042.7728797671436
Kelantan,2019-11-01,local,1106.5191164671255
Negeri Sembilan,2019-11-01,local,840.1111587317858
Terengganu,2019-11-01,local,1127.5385853340497
Kedah,2019-11-01,local,791.4624626276445
Sarawak,2019-11-01,local,1092.3700499236072
Pahang,2019-11-01,local,852.6192039667766
W.P. Labuan,2019-11-01,local,878.4312930164616
Selangor,2019-11-01,local,1002.4903563859718
Perak,2019-11-01,local,796.9136819062167
Pulau Pinang,2019-11-01,local,866.7444179037839
Perlis,2019-11-01,local,901.2222068198162
Melaka,2019-11-01,local,1002.3329540532251
Sabah,2019-11-01,local,831.4550376748463
Johor,2019-11-01,local,919.3989413892228
Kelantan,2019-12-01,local,893.9290665897205
Negeri Sembilan,2019-12-01,local,1023.9728058203287
Terengganu,2019-12-01,local,1075.2646054400338
Kedah,2019-12-01,local,1139.781324827164
Sarawak,2019-12-01,local,1126.5633161725134
Pahang,2019-12-01,local,1049.4896014743517
W.P. Labuan,2019-12-01,local,1005.1406835329674
Selangor,2019-12-01,local,1158.2171213607692
Perak,2019-12-01,local,906.5079800491613
Pulau Pinang,2019-12-01,local,1052.509217073016
Perlis,2019-12-01,local,1110.9485479755015
Melaka,2019-12-01,local,1128.7738235272811
Sabah,2019-12-01,local,1065.160847927186
Johor,2019-12-01,local,1054.351207721806
Kelantan,2020-01-01,local,961.9996723696912
Negeri Sembilan,2020-01-01,local,959.4929412217796
Terengganu,2020-01-01,local,904.407940226583
Kedah,2020-01-01,local,999.4574256840067
Sarawak,2020-01-01,local,876.8299238155523
Pahang,2020-01-01,local,1163.5529017951508
W.P. Labuan,2020-01-01,local,1109.1855857107043
Selangor,2020-01-01,local,839.9431407188123
Perak,2020-01-01,local,1108.097029776766
Pulau Pinang,2020-01-01,local,1035.680584565592
Perlis,2020-01-01,local,1089.4741381619729
Melaka,2020-01-01,local,1065.7863312513998
Sabah,2020-01-01,local,907.3247870279009
Johor,2020-01-01,local,1169.2491818516107
Kelantan,2020-02-01,local,970.997459278345
Negeri Sembilan,2020-02-01,local,968.945648314737
Terengganu,2020-02-01,local,838.2654207839365
Kedah,2020-02-01,local,920.9447319143067
Sarawak,2020-02-01,local,823.4323880280375
Pahang,2020-02-01,local,816.2308556508729
W.P. Labuan,2020-02-01,local,960.6054684580425
Selangor,2020-02-01,local,888.0729853229935
Perak,2020-02-01,local,1072.978470022171
Pulau Pinang,2020-02-01,local,1038.4672865093773
Perlis,2020-02-01,local,1019.4486725440105
Melaka,2020-02-01,local,964.0087506301284
Sabah,2020-02-01,local,854.0915024213036
Johor,2020-02-01,local,989.3389850156403
Kelantan,2020-03-01,local,906.701117658837
Negeri Sembilan,2020-03-01,local,1000.9665947765907
Terengganu,2020-03-01,local,841.2175242692314
Kedah,2020-03-01,local,1010.5584003461207
Sarawak,2020-03-01,local,837.4767420085313
Pahang,2020-03-01,local,1054.9923366955059
W.P. Labuan,2020-03-01,local,1109.680119660382
Selangor,2020-03-01,local,975.7797812242337
Perak,2020-03-01,local,1067.3788723244327
Pulau Pinang,2020-03-01,local,834.7064181001733
Perlis,2020-03-01,local,1126.70916512353
Melaka,2020-03-01,local,1107.8066272325902
Sabah,2020-03-01,local,972.0210704981179
Johor,2020-03-01,local,996.4804922516727
Kelantan,2020-04-01,local,968.9673404028706
Negeri Sembilan,2020-04-01,local,752.8862181165093
Terengganu,2020-04-01,local,979.0986668817761
Kedah,2020-04-01,local,826.3987212928012
Sarawak,2020-04-01,local,966.3494105903201
Pahang,2020-04-01,local,966.6618403328214
W.P. Labuan,2020-04-01,local,800.7314673335036
Selangor,2020-04-01,local,960.9939744156818
Perak,2020-04-01,local,834.7251275056562
Pulau Pinang,2020-04-01,local,898.7434069425544
Perlis,2020-04-01,local,673.3206663568656
Melaka,2020-04-01,local,971.1819690360276
Sabah,2020-04-01,local,939.7617377109885
Johor,2020-04-01,local,787.8586664414498
Kelantan,2020-05-01,local,762.8791664128759
Negeri Sembilan,2020-05-01,local,1064.0483829686063
Terengganu,2020-05-01,local,999.2993550973932
Kedah,2020-05-01,local,898.597938256576
Sarawak,2020-05-01,local,858.0003727712685
Pahang,2020-05-01,local,980.0490385767458
W.P. Labuan,2020-05-01,local,820.3233019902242
Selangor,2020-05-01,local,887.5981057894805
Perak,2020-05-01,local,1016.8519649674674
Pulau Pinang,2020-05-01,local,1092.2161374981479
Perlis,2020-05-01,local,1089.088905304337
Melaka,2020-05-01,local,1053.5471736837706
Sabah,2020-05-01,local,858.5330205382546
Johor,2020-05-01,local,959.0545377643425
Kelantan,2020-06-01,local,789.1663395674643
Negeri Sembilan,2020-06-01,local,928.8777469878611
Terengganu,2020-06-01,local,904.8777452970135
Kedah,2020-06-01,local,1097.1960118037127
Sarawak,2020-06-01,local,893.8909849038255
Pahang,2020-06-01,local,1020.8597241527214
W.P. Labuan,2020-06-01,local,1094.196202327766
Selangor,2020-06-01,local,842.5738200128543
Perak,2020-06-01,local,1014.1282738605067
Pulau Pinang,2020-06-01,local,1102.3195185215923
Perlis,2020-06-01,local,917.2210389807823
Melaka,2020-06-01,local,916.2922369855796
Sabah,2020-06-01,local,1031.1229704890911
Johor,2020-06-01,local,981.9172444327768
Kelantan,2020-07-01,local,1012.0781516416025
Negeri Sembilan,2020-07-01,local,917.2499190345413
Terengganu,2020-07-01,local,980.8109889022392
Kedah,2020-07-01,local,1182.2473868812733
Sarawak,2020-07-01,local,916.0287604790492
Pahang,2020-07-01,local,1182.6077887737595
W.P. Labuan,2020-07-01,local,845.4581268265549
Selangor,2020-07-01,local,919.575431236174
Perak,2020-07-01,local,825.7467212136876
Pulau Pinang,2020-07-01,local,808.1940041346536
Perlis,2020-07-01,local,828.8450411400194
Melaka,2020-07-01,local,947.2635102368614
Sabah,2020-07-01,local,833.0289288497237
Johor,2020-07-01,local,1175.2299619352425
Kelantan,2020-08-01,local,977.2898461958417
Negeri Sembilan,2020-08-01,local,1181.0475413308222
Terengganu,2020-08-01,local,1070.0127233606725
Kedah,2020-08-01,local,887.2558265063412
Sarawak,2020-08-01,local,1066.620890250515
Pahang,2020-08-01,local,938.8781615992633
W.P. Labuan,2020-08-01,local,1026.591348242521
Selangor,2020-08-01,local,1113.7766338771837
Perak,2020-08-01,local,895.3095994510444
Pulau Pinang,2020-08-01,local,850.3556663660358
Perlis,2020-08-01,local,1176.926110831621
Melaka,2020-08-01,local,844.6912641596048
Sabah,2020-08-01,local,825.2273478173202
Johor,2020-08-01,local,1156.951182469677
Kelantan,2020-09-01,local,941.2629843507734
Negeri Sembilan,2020-09-01,local,1176.0836717059738
Terengganu,2020-09-01,local,827.373933103248
Kedah,2020-09-01,local,1116.8457474784727
Sarawak,2020-09-01,local,828.6164620698322
Pahang,2020-09-01,local,1142.5888604993781
W.P. Labuan,2020-09-01,local,875.949016435234
Selangor,2020-09-01,local,899.7332958360928
Perak,2020-09-01,local,910.5810187369273
Pulau Pinang,2020-09-01,local,863.2502916744057
Perlis,2020-09-01,local,900.116529441563
Melaka,2020-09-01,local,995.6822563091
Sabah,2020-09-01,local,985.9814246874978
Johor,2020-09-01,local,889.0855876252526
Kelantan,2020-10-01,local,1215.2814988974208
Negeri Sembilan,2020-10-01,local,1138.7661429649615
Terengganu,2020-10-01,local,1037.274542533486
Kedah,2020-10-01,local,1121.679277374705
Sarawak,2020-10-01,local,885.3851745443061
Pahang,2020-10-01,local,848.2396314942528
W.P. Labuan,2020-10-01,local,1124.1595939931453
Selangor,2020-10-01,local,873.3540084176127
Perak,2020-10-01,local,1093.5189324015694
Pulau Pinang,2020-10-01,local,1174.8732084482212
Perlis,2020-10-01,local,1084.6140988658917
Melaka,2020-10-01,local,924.5733002797355
Sabah,2020-10-01,local,1140.8392462585525
Johor,2020-10-01,local,829.5314452548989
Kelantan,2020-11-01,local,1141.0490197569184
Negeri Sembilan,2020-11-01,local,1014.0808950241279
Terengganu,2020-11-01,local,786.3796093182824
Kedah,2020-11-01,local,861.3421112925759
Sarawak,2020-11-01,local,1071.5564298394925
Pahang,2020-11-01,local,1053.0431754531633
W.P. Labuan,2020-11-01,local,800.7240480008726
Selangor,2020-11-01,local,878.806493826736
Perak,2020-11-01,local,1080.04937059413
Pulau Pinang,2020-11-01,local,903.7450218343116
Perlis,2020-11-01,local,952.0400447942288
Melaka,2020-11-01,local,927.32772996736
Sabah,2020-11-01,local,1138.8463419565821
Johor,2020-11-01,local,785.7558668670057
Kelantan,2020-12-01,local,1078.7477562939946
Negeri Sembilan,2020-12-01,local,800.7331358620295
Terengganu,2020-12-01,local,811.1806046329643
Kedah,2020-12-01,local,796.9236282593773
Sarawak,2020-12-01,local,998.9298365756604
Pahang,2020-12-01,local,1103.3378292567604
W.P. Labuan,2020-12-01,local,1143.3704717661517
Selangor,2020-12-01,local,854.4797336395995
Perak,2020-12-01,local,1081.2250068612063
Pulau Pinang,2020-12-01,local,847.7059640609942
Perlis,2020-12-01,local,999.7644877380607
Melaka,2020-12-01,local,1177.892719812303
Sabah,2020-12-01,local,1170.4475158258501
Johor,2020-12-01,local,835.9655438712969
Kelantan,2021-01-01,local,782.1936772131725
Negeri Sembilan,2021-01-01,local,920.3317852603153
Terengganu,2021-01-01,local,821.6197361916303
Kedah,2021-01-01,local,1097.480117188605
Sarawak,2021-01-01,local,984.5675626452039
Pahang,2021-01-01,local,977.0932167112657
W.P. Labuan,2021-01-01,local,840.3591983309196
Selangor,2021-01-01,local,789.3113643012837
Perak,2021-01-01,local,913.5186830117503
Pulau Pinang,2021-01-01,local,812.3735469346707
Perlis,2021-01-01,local,1083.6567662203568
Melaka,2021-01-01,local,1110.5815737997143
Sabah,2021-01-01,local,935.5941344418383
Johor,2021-01-01,local,878.1356340965971
Kelantan,2021-02-01,local,757.902994553445
Negeri Sembilan,2021-02-01,local,1035.6667696071072
Terengganu,2021-02-01,local,1067.903376897572
Kedah,2021-02-01,local,749.6005312326956
Sarawak,2021-02-01,local,789.4722682663655
Pahang,2021-02-01,local,917.2337563454571
W.P. Labuan,2021-02-01,local,871.3693795479264
Selangor,2021-02-01,local,1084.3891934595663
Perak,2021-02-01,local,826.6360301713678
Pulau Pinang,2021-02-01,local,974.4351146272529
Perlis,2021-02-01,local,801.0090311309744
Melaka,2021-02-01,local,828.3185097968569
Sabah,2021-02-01,local,809.8038636776558
Johor,2021-02-01,local,1070.2782614658913
Kelantan,2021-03-01,local,1045.452034025637
Negeri Sembilan,2021-03-01,local,915.8076895410861
Terengganu,2021-03-01,local,884.4224668801252
Kedah,2021-03-01,local,1037.1033352263187
Sarawak,2021-03-01,local,925.5926453472637
Pahang,2021-03-01,local,962.2041913978694
W.P. Labuan,2021-03-01,local,856.6106078087972
Selangor,2021-03-01,local,1140.6555872726904
Perak,2021-03-01,local,1047.7670233314689
Pulau Pinang,2021-03-01,local,907.6319206050374
Perlis,2021-03-01,local,999.0537920381832
Melaka,2021-03-01,local,1230.2160258852389
Sabah,2021-03-01,local,1120.640207146977
Johor,2021-03-01,local,1107.6777920472205
Kelantan,2021-04-01,local,1224.6943696927938
Negeri Sembilan,2021-04-01,local,837.9364828003332
Terengganu,2021-04-01,local,823.1539619350084
Kedah,2021-04-01,local,1104.7220364817179
Sarawak,2021-04-01,local,1066.093975461885
Pahang,2021-04-01,local,847.2422982639877
W.P. Labuan,2021-04-01,local,924.7237736962862
Selangor,2021-04-01,local,1193.1988196818802
Perak,2021-04-01,local,828.1280700299674
Pulau Pinang,2021-04-01,local,838.7535571578316
Perlis,2021-04-01,local,943.7629149216928
Melaka,2021-04-01,local,1068.137549697684
Sabah,2021-04-01,local,889.248479449885
Johor,2021-04-01,local,1168.8243893595918
Kelantan,2021-05-01,local,1155.79574119558
Negeri Sembilan,2021-05-01,local,1001.7849652417789
Terengganu,2021-05-01,local,1119.1413720735118
Kedah,2021-05-01,local,1180.270317221316
Sarawak,2021-05-01,local,961.8635437098029
Pahang,2021-05-01,local,899.6454405757638
W.P. Labuan,2021-05-01,local,874.552931926254
Selangor,2021-05-01,local,1146.901945789136
Perak,2021-05-01,local,1211.2018330180679
Pulau Pinang,2021-05-01,local,894.5645947755953
Perlis,2021-05-01,local,957.8137095967586
Melaka,2021-05-01,local,1155.6842407312279
Sabah,2021-05-01,local,1100.9225755521227
Johor,2021-05-01,local,1149.5495687006412
Kelantan,2021-06-01,local,733.9162265195922
Negeri Sembilan,2021-06-01,local,1038.0603793323578
Terengganu,2021-06-01,local,1023.7005783285603
Kedah,2021-06-01,local,862.3850160813951
Sarawak,2021-06-01,local,1077.9956971934005
Pahang,2021-06-01,local,1070.3256706943766
W.P. Labuan,2021-06-01,local,760.5608490375544
Selangor,2021-06-01,local,833.6459390871653
Perak,2021-06-01,local,891.1817837802079
Pulau Pinang,2021-06-01,local,948.1244946055149
Perlis,2021-06-01,local,879.3099164687686
Melaka,2021-06-01,local,812.109685792811
Sabah,2021-06-01,local,972.3266213447542
Johor,2021-06-01,local,852.190241843591
Kelantan,2021-07-01,local,841.2561444964725
Negeri Sembilan,2021-07-01,local,979.3688571292006
Terengganu,2021-07-01,local,1095.1975999228582
Kedah,2021-07-01,local,956.152110364773
Sarawak,2021-07-01,local,1032.1998034988258
Pahang,2021-07-01,local,856.3528662206616
W.P. Labuan,2021-07-01,local,940.5972070047677
Selangor,2021-07-01,local,926.4634310694901
Perak,2021-07-01,local,1113.2969048849664
Pulau Pinang,2021-07-01,local,996.29605905268
Perlis,2021-07-01,local,874.4126085607687
Melaka,2021-07-01,local,918.1744535216634
Sabah,2021-07-01,local,968.7324510782004
Johor,2021-07-01,local,975.4555086712743
Kelantan,2021-08-01,local,1041.3318487054592
Negeri Sembilan,2021-08-01,local,936.5969289196736
Terengganu,2021-08-01,local,894.1178673406561
Kedah,2021-08-01,local,1107.8633304153404
Sarawak,2021-08-01,local,1078.164043925134
Pahang,2021-08-01,local,784.8239478266725
W.P. Labuan,2021-08-01,local,786.1454372856266
Selangor,2021-08-01,local,1102.911996790948
Perak,2021-08-01,local,1088.1167558287013
Pulau Pinang,2021-08-01,local,866.6082179849949
Perlis,2021-08-01,local,1048.0230020521067
Melaka,2021-08-01,local,1093.672693772076
Sabah,2021-08-01,local,1140.8291062254928
Johor,2021-08-01,local,1039.086125523909
Kelantan,2021-09-01,local,922.6760479206429
Negeri Sembilan,2021-09-01,local,1091.9857130592875
Terengganu,2021-09-01,local,1033.588357752771
Kedah,2021-09-01,local,1098.0645978889695
Sarawak,2021-09-01,local,975.2130770832081
Pahang,2021-09-01,local,943.3339899995435
W.P. Labuan,2021-09-01,local,1104.8755243867633
Selangor,2021-09-01,local,891.9588600947015
Perak,2021-09-01,local,881.7874687050734
Pulau Pinang,2021-09-01,local,993.2200579696658
Perlis,2021-09-01,local,879.3385501981113
Melaka,2021-09-01,local,1138.30486637422
Sabah,2021-09-01,local,851.5017794223166
Johor,2021-09-01,local,1157.6495118747275
Kelantan,2021-10-01,local,1234.8796683164128
Negeri Sembilan,2021-10-01,local,918.1864734650497
Terengganu,2021-10-01,local,858.8799454436811
Kedah,2021-10-01,local,1016.7103090373027
Sarawak,2021-10-01,local,855.9616771760767
Pahang,2021-10-01,local,1222.1932190937766
W.P. Labuan,2021-10-01,local,990.926042752003
Selangor,2021-10-01,local,947.3189298868782
Perak,2021-10-01,local,1180.2989451901035
Pulau Pinang,2021-10-01,local,1105.0673502158365
Perlis,2021-10-01,local,1146.315352127599
Melaka,2021-10-01,local,1203.5520326744904
Sabah,2021-10-01,local,1266.14733490631
Johor,2021-10-01,local,1090.6680744402852
Kelantan,2021-11-01,local,986.8650984041159
Negeri Sembilan,2021-11-01,local,855.915052175463
Terengganu,2021-11-01,local,1032.488271173895
Kedah,2021-11-01,local,1182.903092998125
Sarawak,2021-11-01,local,1203.9594002910824
Pahang,2021-11-01,local,899.8785758703596
W.P. Labuan,2021-11-01,local,868.0529714539231
Selangor,2021-11-01,local,881.256593347967
Perak,2021-11-01,local,1062.622823828392
Pulau Pinang,2021-11-01,local,1181.3662033592818
Perlis,2021-11-01,local,1142.7591204844946
Melaka,2021-11-01,local,1011.307617493031
Sabah,2021-11-01,local,1197.2749110572045
Johor,2021-11-01,local,1094.1866760596288
Kelantan,2021-12-01,local,1080.6290882985334
Negeri Sembilan,2021-12-01,local,1003.637819970125
Terengganu,2021-12-01,local,947.3407104153442
Kedah,2021-12-01,local,837.3891915005318
Sarawak,2021-12-01,local,1102.3267996959064
Pahang,2021-12-01,local,1064.2326015987087
W.P. Labuan,2021-12-01,local,951.5829517616214
Selangor,2021-12-01,local,1191.7873513284503
Perak,2021-12-01,local,1162.1918554748106
Pulau Pinang,2021-12-01,local,857.4919830803749
Perlis,2021-12-01,local,1213.0341205037355
Melaka,2021-12-01,local,904.4005397707555
Sabah,2021-12-01,local,985.6736222533264
Johor,2021-12-01,local,859.6842329156755
Kelantan,2022-01-01,local,819.2817164536407
Negeri Sembilan,2022-01-01,local,1037.4543606781772
Terengganu,2022-01-01,local,1102.4562376320353
Kedah,2022-01-01,local,938.9475807873505
Sarawak,2022-01-01,local,1192.5959831373414
Pahang,2022-01-01,local,1068.8977621845481
W.P. Labuan,2022-01-01,local,1054.3609092041693
Selangor,2022-01-01,local,1095.8795954565885
Perak,2022-01-01,local,1013.758590600277
Pulau Pinang,2022-01-01,local,1070.9021091243724
Perlis,2022-01-01,local,944.808214108629
Melaka,2022-01-01,local,1071.9695641927467
Sabah,2022-01-01,local,973.691849654411
Johor,2022-01-01,local,898.0823658488105
Kelantan,2022-02-01,local,947.5202035594568
Negeri Sembilan,2022-02-01,local,983.755149121899
Terengganu,2022-02-01,local,1035.9673525849475
Kedah,2022-02-01,local,809.1529127537312
Sarawak,2022-02-01,local,932.1040497217248
Pahang,2022-02-01,local,1049.4382808186795
W.P. Labuan,2022-02-01,local,1081.9552431907387
Selangor,2022-02-01,local,789.3301243481465
Perak,2022-02-01,local,932.0148030250728
Pulau Pinang,2022-02-01,local,894.5651636329051
Perlis,2022-02-01,local,942.3199130274114
Melaka,2022-02-01,local,899.3495639564935
Sabah,2022-02-01,local,864.7415729506172
Johor,2022-02-01,local,968.7632396956093
Kelantan,2022-03-01,local,983.5750981604983
Negeri Sembilan,2022-03-01,local,854.6682018918438
Terengganu,2022-03-01,local,1212.9908699720716
Kedah,2022-03-01,local,1025.9948830820188
Sarawak,2022-03-01,local,1176.5522544824516
Pahang,2022-03-01,local,1113.756837962621
W.P. Labuan,2022-03-01,local,994.8795562570309
Selangor,2022-03-01,local,1184.0166688430425
Perak,2022-03-01,local,1126.9111232940115
Pulau Pinang,2022-03-01,local,1080.5167144417935
Perlis,2022-03-01,local,905.5124866907936
Melaka,2022-03-01,local,921.4211204839326
Sabah,2022-03-01,local,1116.745130487511
Johor,2022-03-01,local,1090.2791397306414
Kelantan,2022-04-01,local,911.4904858178076
Negeri Sembilan,2022-04-01,local,887.5391446020581
Terengganu,2022-04-01,local,1172.7007683701775
Kedah,2022-04-01,local,878.8179427495397
Sarawak,2022-04-01,local,1006.7959546140632
Pahang,2022-04-01,local,1120.2406952580557
W.P. Labuan,2022-04-01,local,888.7140830838897
