state,date,sector,consumption
Selangor,2019-02-01,local,846.1196131142302
Perak,2019-02-01,local,754.5524508904795
Pulau Pinang,2019-02-01,local,732.2445257787947
Perlis,2019-02-01,local,872.5257619761935
Melaka,2019-02-01,local,763.3794024786789
Sabah,2019-02-01,local,730.6588437724599
Johor,2019-02-01,local,783.125878252826
Kelantan,2019-03-01,local,996.2634522951311
Negeri Sembilan,2019-03-01,local,1088.8284749844568
Terengganu,2019-03-01,local,861.5061836620962
Kedah,2019-03-01,local,822.4994897339275
Sarawak,2019-03-01,local,1046.5051587780251
Pahang,2019-03-01,local,851.5313643687554
W.P. Labuan,2019-03-01,local,1069.4314947649063
Selangor,2019-03-01,local,736.9823997511014
Perak,2019-03-01,local,1078.8013013446623
Pulau Pinang,2019-03-01,local,874.9556071841407
Perlis,2019-03-01,local,878.0986203161879
Melaka,2019-03-01,local,831.6561930727964
Sabah,2019-03-01,local,943.6852931455227
Johor,2019-03-01,local,794.6467931205698
Kelantan,2019-04-01,local,941.2562513997256
Negeri Sembilan,2019-04-01,local,813.0718721105864
Terengganu,2019-04-01,local,1104.474399489327
Kedah,2019-04-01,local,841.3603437711909
Sarawak,2019-04-01,local,1039.8355279355953
Pahang,2019-04-01,local,863.5320343612999
W.P. Labuan,2019-04-01,local,812.8002005414123
Selangor,2019-04-01,local,978.1368246065191
Perak,2019-04-01,local,956.078696223168
Pulau Pinang,2019-04-01,local,809.7264413600735
Perlis,2019-04-01,local,932.7669697814314
Melaka,2019-04-01,local,746.9824833652981
Sabah,2019-04-01,local,810.4636593517201
Johor,2019-04-01,local,879.4095516980279
Kelantan,2019-05-01,local,765.393698358276
Negeri Sembilan,2019-05-01,local,928.9278931219051
Terengganu,2019-05-01,local,818.2581514549823
Kedah,2019-05-01,local,906.5808143117393
Sarawak,2019-05-01,local,858.3919354145315
Pahang,2019-05-01,local,961.2918521918049
W.P. Labuan,2019-05-01,local,783.074269559941
Selangor,2019-05-01,local,839.063319873262
Perak,2019-05-01,local,803.6524939526121
Pulau Pinang,2019-05-01,local,950.4816757705918
Perlis,2019-05-01,local,871.9762369357015
Melaka,2019-05-01,local,972.6877859149312
Sabah,2019-05-01,local,906.9061554632315
Johor,2019-05-01,local,846.9013551060931
Kelantan,2019-06-01,local,949.9159208240742
Negeri Sembilan,2019-06-01,local,926.0436308212369
Terengganu,2019-06-01,local,804.6078770089779
Kedah,2019-06-01,local,789.625452770593
Sarawak,2019-06-01,local,906.8082632139087
Pahang,2019-06-01,local,968.4331251731373
W.P. Labuan,2019-06-01,local,761.4616182843401
Selangor,2019-06-01,local,854.0227816642536
Perak,2019-06-01,local,791.9472891682227
Pulau Pinang,2019-06-01,local,813.1570977126884
Perlis,2019-06-01,local,884.1859527484604
Melaka,2019-06-01,local,745.7935833810682
Sabah,2019-06-01,local,995.3008295395674
Johor,2019-06-01,local,858.8391971225022
Kelantan,2019-07-01,local,1085.3317445803616
Negeri Sembilan,2019-07-01,local,850.7469435057915
Terengganu,2019-07-01,local,762.1604514128574
Kedah,2019-07-01,local,971.5771324699778
Sarawak,2019-07-01,local,786.689350084566
Pahang,2019-07-01,local,765.934320908509
W.P. Labuan,2019-07-01,local,808.9606850415006
Selangor,2019-07-01,local,916.5477923497023
Perak,2019-07-01,local,961.377600541997
Pulau Pinang,2019-07-01,local,891.3271017355286
Perlis,2019-07-01,local,1040.0270395969876
Melaka,2019-07-01,local,783.0839019717154
Sabah,2019-07-01,local,1047.5702327198746
Johor,2019-07-01,local,1008.6927975948485
Kelantan,2019-08-01,local,953.615663662522
Negeri Sembilan,2019-08-01,local,769.5149092745072
Terengganu,2019-08-01,local,762.5379968333579
Kedah,2019-08-01,local,788.4634494357828
Sarawak,2019-08-01,local,1010.3142596136304
Pahang,2019-08-01,local,815.8639393079167
W.P. Labuan,2019-08-01,local,942.7396024539902
Selangor,2019-08-01,local,990.1365767179728
Perak,2019-08-01,local,753.7019663867056
Pulau Pinang,2019-08-01,local,727.6146598553377
Perlis,2019-08-01,local,962.4153474644563
Melaka,2019-08-01,local,1072.0988900226203
Sabah,2019-08-01,local,869.9314877218004
Johor,2019-08-01,local,767.368568171322
Kelantan,2019-09-01,local,836.8332331310565
Negeri Sembilan,2019-09-01,local,766.3566203456473
Terengganu,2019-09-01,local,808.6152263108615
Kedah,2019-09-01,local,943.7816636314427
Sarawak,2019-09-01,local,794.1764590412271
Pahang,2019-09-01,local,1036.867450969599
W.P. Labuan,2019-09-01,local,1044.5792674031138
Selangor,2019-09-01,local,994.6572241056874
Perak,2019-09-01,local,972.7850194787609
Pulau Pinang,2019-09-01,local,971.3054619742967
Perlis,2019-09-01,local,718.9057548180539
Melaka,2019-09-01,local,875.8623472266846
Sabah,2019-09-01,local,746.5680419207318
Johor,2019-09-01,local,954.429021134719
Kelantan,2019-10-01,local,755.9692210174509
Negeri Sembilan,2019-10-01,local,853.8213148641935
Terengganu,2019-10-01,local,824.7048746057687
Kedah,2019-10-01,local,899.8545583419874
Sarawak,2019-10-01,local,909.7015238581862
Pahang,2019-10-01,local,752.4580560754893
W.P. Labuan,2019-10-01,local,997.7018790520926
Selangor,2019-10-01,local,1066.2578917796634
Perak,2019-10-01,local,949.5009778372137
Pulau Pinang,2019-10-01,local,798.0105673926104
Perlis,2019-10-01,local,908.0884779612883
Melaka,2019-10-01,local,725.8628087598235
Sabah,2019-10-01,local,762.1933274462178
Johor,2019-10-01,local,719.6902657656508
Kelantan,2019-11-01,local,929.7848568824983
Negeri Sembilan,2019-11-01,local,969.9933469491664
Terengganu,2019-11-01,local,795.9792814510769
Kedah,2019-11-01,local,1001.8056434803534
Sarawak,2019-11-01,local,1047.347783963567
Pahang,2019-11-01,local,895.872713234631
W.P. Labuan,2019-11-01,local,843.6393746802399
Selangor,2019-11-01,local,778.1763411646609
Perak,2019-11-01,local,845.3039795096183
Pulau Pinang,2019-11-01,local,917.3354306955937
Perlis,2019-11-01,local,916.5280482751949
Melaka,2019-11-01,local,890.181686129075
Sabah,2019-11-01,local,771.8814333550214
Johor,2019-11-01,local,837.1524187087654
Kelantan,2019-12-01,local,983.4661559503103
Negeri Sembilan,2019-12-01,local,984.5452623236271
Terengganu,2019-12-01,local,842.5324685941372
Kedah,2019-12-01,local,722.7328958681682
Sarawak,2019-12-01,local,797.3775671740358
Pahang,2019-12-01,local,917.3756230419222
W.P. Labuan,2019-12-01,local,944.2636522921692
Selangor,2019-12-01,local,910.9163988657268
Perak,2019-12-01,local,755.7288264114237
Pulau Pinang,2019-12-01,local,1030.6586788096108
Perlis,2019-12-01,local,876.196442836734
Melaka,2019-12-01,local,1016.0661833833743
Sabah,2019-12-01,local,850.9143087262761
Johor,2019-12-01,local,1055.1805609872947
Kelantan,2020-01-01,local,976.1814567884019
Negeri Sembilan,2020-01-01,local,837.2527982824352
Terengganu,2020-01-01,local,946.467098108479
Kedah,2020-01-01,local,776.6360394367817
Sarawak,2020-01-01,local,800.4495510416401
Pahang,2020-01-01,local,811.3737641373114
W.P. Labuan,2020-01-01,local,851.6654150877814
Selangor,2020-01-01,local,874.3081069348218
Perak,2020-01-01,local,812.5347527757401
Pulau Pinang,2020-01-01,local,948.6961743191903
Perlis,2020-01-01,local,816.7599595379229
Melaka,2020-01-01,local,1075.0570662500013
Sabah,2020-01-01,local,779.5355629429779
Johor,2020-01-01,local,845.9984683998838
Kelantan,2020-02-01,local,871.0615789878674
Negeri Sembilan,2020-02-01,local,914.689963262077
Terengganu,2020-02-01,local,806.5817591842401
Kedah,2020-02-01,local,827.4339886629733
Sarawak,2020-02-01,local,736.8523174571234
Pahang,2020-02-01,local,941.0339375084775
W.P. Labuan,2020-02-01,local,800.4170236167635
Selangor,2020-02-01,local,805.556811500506
Perak,2020-02-01,local,970.5646103756111
Pulau Pinang,2020-02-01,local,719.3851743121152
Perlis,2020-02-01,local,1027.7876827161301
Melaka,2020-02-01,local,876.4187864227563
Sabah,2020-02-01,local,846.242516052102
Johor,2020-02-01,local,913.3277317127045
Kelantan,2020-03-01,local,671.1133874172835
Negeri Sembilan,2020-03-01,local,911.2819896994035
Terengganu,2020-03-01,local,722.4609389199144
Kedah,2020-03-01,local,931.8101724810936
Sarawak,2020-03-01,local,980.326701884431
Pahang,2020-03-01,local,763.222147031008
W.P. Labuan,2020-03-01,local,869.776405895819
Selangor,2020-03-01,local,987.8388608303188
Perak,2020-03-01,local,773.9297759126761
Pulau Pinang,2020-03-01,local,790.1270759423193
Perlis,2020-03-01,local,811.1933741437475
Melaka,2020-03-01,local,686.8197822930979
Sabah,2020-03-01,local,699.148624696087
Johor,2020-03-01,local,829.0408763368281
Kelantan,2020-04-01,local,681.0699231006055
Negeri Sembilan,2020-04-01,local,820.3620302284444
Terengganu,2020-04-01,local,877.5374638736288
Kedah,2020-04-01,local,884.3649398120772
Sarawak,2020-04-01,local,787.139368014234
Pahang,2020-04-01,local,698.0182376728592
W.P. Labuan,2020-04-01,local,707.2035982584736
Selangor,2020-04-01,local,715.0467205785379
Perak,2020-04-01,local,670.7953124284791
Pulau Pinang,2020-04-01,local,748.7334817208756
Perlis,2020-04-01,local,868.5230205086037
Melaka,2020-04-01,local,822.109230232739
Sabah,2020-04-01,local,772.2455474510126
Johor,2020-04-01,local,790.4041294243385
Kelantan,2020-05-01,local,801.8599223984257
Negeri Sembilan,2020-05-01,local,790.7650034681316
Terengganu,2020-05-01,local,883.9474335268438
Kedah,2020-05-01,local,843.7434810513703
Sarawak,2020-05-01,local,784.9377715499991
Pahang,2020-05-01,local,778.5772478009877
W.P. Labuan,2020-05-01,local,888.8091912006722
Selangor,2020-05-01,local,825.0234885565465
Perak,2020-05-01,local,748.0937597252066
Pulau Pinang,2020-05-01,local,888.0700786464682
Perlis,2020-05-01,local,989.2487558113785
Melaka,2020-05-01,local,812.473213979403
Sabah,2020-05-01,local,895.2640548566116
Johor,2020-05-01,local,722.5993779423579
Kelantan,2020-06-01,local,887.8663140089053
Negeri Sembilan,2020-06-01,local,729.7639348059671
Terengganu,2020-06-01,local,679.3284153956619
Kedah,2020-06-01,local,935.9657558283817
Sarawak,2020-06-01,local,999.3538156883467
Pahang,2020-06-01,local,985.8222776078196
W.P. Labuan,2020-06-01,local,768.9292783999402
Selangor,2020-06-01,local,923.8962601774588
Perak,2020-06-01,local,692.2118204986655
Pulau Pinang,2020-06-01,local,998.868883213214
Perlis,2020-06-01,local,939.191536772187
Melaka,2020-06-01,local,900.7925719013887
Sabah,2020-06-01,local,909.1044563055946
Johor,2020-06-01,local,905.9753156558255
Kelantan,2020-07-01,local,998.0782063485731
Negeri Sembilan,2020-07-01,local,743.2473456508808
Terengganu,2020-07-01,local,731.347532660271
Kedah,2020-07-01,local,735.9971119854603
Sarawak,2020-07-01,local,1000.5316487049291
Pahang,2020-07-01,local,902.8522412698233
W.P. Labuan,2020-07-01,local,903.9805419875403
Selangor,2020-07-01,local,961.5147269796385
Perak,2020-07-01,local,957.961148193223
Pulau Pinang,2020-07-01,local,976.5129141685818
Perlis,2020-07-01,local,1005.5823365958314
Melaka,2020-07-01,local,824.5134286000346
Sabah,2020-07-01,local,939.1644794271303
Johor,2020-07-01,local,740.7362170901416
Kelantan,2020-08-01,local,1047.8022256165802
Negeri Sembilan,2020-08-01,local,802.3058386156787
Terengganu,2020-08-01,local,937.8659059487701
Kedah,2020-08-01,local,838.4149896987932
Sarawak,2020-08-01,local,1005.3095546070892
Pahang,2020-08-01,local,872.7742706796492
W.P. Labuan,2020-08-01,local,912.9651843643849
Selangor,2020-08-01,local,817.0580328712775
Perak,2020-08-01,local,720.4511233946921
Pulau Pinang,2020-08-01,local,1037.2707681642787
Perlis,2020-08-01,local,933.1466341988994
Melaka,2020-08-01,local,1024.9419552353238
Sabah,2020-08-01,local,1032.5607839223412
Johor,2020-08-01,local,926.6649983803695
Kelantan,2020-09-01,local,802.5177650251553
Negeri Sembilan,2020-09-01,local,946.1776094102223
Terengganu,2020-09-01,local,912.4308826228831
Kedah,2020-09-01,local,1019.2369770122083
Sarawak,2020-09-01,local,738.7994681256421
Pahang,2020-09-01,local,838.8464095017868
W.P. Labuan,2020-09-01,local,960.5130880288582
Selangor,2020-09-01,local,720.6258246511812
Perak,2020-09-01,local,859.8393909889269
Pulau Pinang,2020-09-01,local,895.391665125728
Perlis,2020-09-01,local,925.0034312563367
Melaka,2020-09-01,local,713.474160594089
Sabah,2020-09-01,local,863.2017408321175
Johor,2020-09-01,local,957.3353450042293
Kelantan,2020-10-01,local,735.6010417357628
Negeri Sembilan,2020-10-01,local,1084.0229925084652
Terengganu,2020-10-01,local,907.4446292529465
Kedah,2020-10-01,local,1078.9904400054822
Sarawak,2020-10-01,local,962.1818807304518
Pahang,2020-10-01,local,895.9824084014128
W.P. Labuan,2020-10-01,local,821.3451882740252
Selangor,2020-10-01,local,915.7571135755724
Perak,2020-10-01,local,971.6306087387854
Pulau Pinang,2020-10-01,local,1068.6982948092214
Perlis,2020-10-01,local,1047.1925519284716
Melaka,2020-10-01,local,882.6242525430642
Sabah,2020-10-01,local,917.3358585285358
Johor,2020-10-01,local,1085.6003930070501
Kelantan,2020-11-01,local,954.9195333875366
Negeri Sembilan,2020-11-01,local,762.2310715552235
Terengganu,2020-11-01,local,910.2828538726229
Kedah,2020-11-01,local,948.9006105005227
Sarawak,2020-11-01,local,833.3149005243282
Pahang,2020-11-01,local,934.8167751787563
W.P. Labuan,2020-11-01,local,741.4090906226135
Selangor,2020-11-01,local,832.5792688831546
Perak,2020-11-01,local,1015.7189990722726
Pulau Pinang,2020-11-01,local,999.0019690871331
Perlis,2020-11-01,local,822.1133686097685
Melaka,2020-11-01,local,747.4147843379627
Sabah,2020-11-01,local,800.7761409148362
Johor,2020-11-01,local,960.237009204755
Kelantan,2020-12-01,local,791.8537800317043
Negeri Sembilan,2020-12-01,local,756.7106393618438
Terengganu,2020-12-01,local,977.3206333410196
Kedah,2020-12-01,local,864.1848963654355
Sarawak,2020-12-01,local,790.1317289373239
Pahang,2020-12-01,local,896.6571269968018
W.P. Labuan,2020-12-01,local,874.0190833327767
Selangor,2020-12-01,local,838.0731350051119
Perak,2020-12-01,local,846.8717967120658
Pulau Pinang,2020-12-01,local,860.9597570945251
Perlis,2020-12-01,local,769.9834065842197
Melaka,2020-12-01,local,847.1648381942617
Sabah,2020-12-01,local,1020.6511181895179
Johor,2020-12-01,local,887.7008095399935
Kelantan,2021-01-01,local,779.2659880051671
Negeri Sembilan,2021-01-01,local,988.0528200418045
Terengganu,2021-01-01,local,712.6095688883875
Kedah,2021-01-01,local,916.8239196931142
Sarawak,2021-01-01,local,951.3080920546191
Pahang,2021-01-01,local,836.9491032217169
W.P. Labuan,2021-01-01,local,706.0053401263925
Selangor,2021-01-01,local,797.7653690092754
Perak,2021-01-01,local,904.8308093467858
Pulau Pinang,2021-01-01,local,791.6628186781143
Perlis,2021-01-01,local,1020.8263450238279
Melaka,2021-01-01,local,873.0906489039453
Sabah,2021-01-01,local,827.1306607078177
Johor,2021-01-01,local,895.1280428933691
Kelantan,2021-02-01,local,740.3350623209781
Negeri Sembilan,2021-02-01,local,964.7141037084126
Terengganu,2021-02-01,local,965.7745999017973
Kedah,2021-02-01,local,932.3778574710187
Sarawak,2021-02-01,local,765.5406636853951
Pahang,2021-02-01,local,857.7173018202375
W.P. Labuan,2021-02-01,local,945.6337587155659
Selangor,2021-02-01,local,674.1707520677486
Perak,2021-02-01,local,673.2845495425987
Pulau Pinang,2021-02-01,local,986.6537645609798
Perlis,2021-02-01,local,701.2437137412137
Melaka,2021-02-01,local,961.1549371664445
Sabah,2021-02-01,local,906.5246963886387
Johor,2021-02-01,local,987.2822042673366
Kelantan,2021-03-01,local,745.2312110182481
Negeri Sembilan,2021-03-01,local,962.9406981106497
Terengganu,2021-03-01,local,909.9046253912899
Kedah,2021-03-01,local,855.8311825536978
Sarawak,2021-03-01,local,771.881872414662
Pahang,2021-03-01,local,931.3006997251651
W.P. Labuan,2021-03-01,local,1043.1826347788267
Selangor,2021-03-01,local,1108.7046675055185
Perak,2021-03-01,local,962.4899093201823
Pulau Pinang,2021-03-01,local,750.3989134354965
Perlis,2021-03-01,local,808.8368715087202
Melaka,2021-03-01,local,924.9819805283405
Sabah,2021-03-01,local,809.3168424238784
Johor,2021-03-01,local,941.2519429584687
Kelantan,2021-04-01,local,769.3083811305586
Negeri Sembilan,2021-04-01,local,1015.612219909205
Terengganu,2021-04-01,local,760.5807948141751
Kedah,2021-04-01,local,929.2792209529639
Sarawak,2021-04-01,local,881.5593108352317
Pahang,2021-04-01,local,948.9680750535807
W.P. Labuan,2021-04-01,local,1061.92526633038
Selangor,2021-04-01,local,845.2003316955023
Perak,2021-04-01,local,898.1091706559165
Pulau Pinang,2021-04-01,local,814.4635531481515
Perlis,2021-04-01,local,824.3963788498484
Melaka,2021-04-01,local,1043.1161690072847
Sabah,2021-04-01,local,1000.279853418077
Johor,2021-04-01,local,729.7267087940205
Kelantan,2021-05-01,local,800.7731945018668
Negeri Sembilan,2021-05-01,local,1022.042693986044
Terengganu,2021-05-01,local,905.367582907837
Kedah,2021-05-01,local,1083.9801109990292
Sarawak,2021-05-01,local,799.397394574372
Pahang,2021-05-01,local,914.9745480961707
W.P. Labuan,2021-05-01,local,872.2646116761161
Selangor,2021-05-01,local,883.9148374998616
Perak,2021-05-01,local,910.2833794534806
Pulau Pinang,2021-05-01,local,1076.6267724346742
Perlis,2021-05-01,local,841.5152378805556
Melaka,2021-05-01,local,752.2388553265812
Sabah,2021-05-01,local,727.6358546468792
Johor,2021-05-01,local,1053.8363578970097
Kelantan,2021-06-01,local,840.5377521836716
Negeri Sembilan,2021-06-01,local,647.2161902285225
Terengganu,2021-06-01,local,761.1718842114705
Kedah,2021-06-01,local,880.4467978543194
Sarawak,2021-06-01,local,716.2342518522007
Pahang,2021-06-01,local,730.2441393040202
W.P. Labuan,2021-06-01,local,762.2845733445872
Selangor,2021-06-01,local,908.849228116735
Perak,2021-06-01,local,875.5212173462402
Pulau Pinang,2021-06-01,local,872.2940165434696
Perlis,2021-06-01,local,671.1177189220681
Melaka,2021-06-01,local,765.1977110047192
Sabah,2021-06-01,local,902.037321769691
Johor,2021-06-01,local,793.9936238966574
Kelantan,2021-07-01,local,696.5663076423845
Negeri Sembilan,2021-07-01,local,876.8344378646884
Terengganu,2021-07-01,local,802.9489021842741
Kedah,2021-07-01,local,718.4767761482685
Sarawak,2021-07-01,local,975.020169219945
Pahang,2021-07-01,local,705.0135561442415
W.P. Labuan,2021-07-01,local,907.825985167831
Selangor,2021-07-01,local,724.7525814173582
Perak,2021-07-01,local,829.2181330698414
Pulau Pinang,2021-07-01,local,811.1509750510827
Perlis,2021-07-01,local,682.6352348881725
Melaka,2021-07-01,local,705.6012661872796
Sabah,2021-07-01,local,833.413016596292
Johor,2021-07-01,local,975.2912667386513
Kelantan,2021-08-01,local,933.426617510009
Negeri Sembilan,2021-08-01,local,687.3467654994358
Terengganu,2021-08-01,local,814.1452087425891
Kedah,2021-08-01,local,1024.6530333955593
Sarawak,2021-08-01,local,793.4457950916344
Pahang,2021-08-01,local,864.175292509605
W.P. Labuan,2021-08-01,local,758.5208171234424
Selangor,2021-08-01,local,706.3402086546773
Perak,2021-08-01,local,902.7926757091425
Pulau Pinang,2021-08-01,local,905.3752187436966
Perlis,2021-08-01,local,696.0268974749054
Melaka,2021-08-01,local,1014.6628598388502
Sabah,2021-08-01,local,936.3177411212304
Johor,2021-08-01,local,901.070891258312
Kelantan,2021-09-01,local,970.5676642393786
Negeri Sembilan,2021-09-01,local,834.4920549673013
Terengganu,2021-09-01,local,882.4501573108295
Kedah,2021-09-01,local,943.5968316678427
Sarawak,2021-09-01,local,937.3076209685319
Pahang,2021-09-01,local,851.0164812936601
W.P. Labuan,2021-09-01,local,964.9194928690142
Selangor,2021-09-01,local,1045.515857838796
Perak,2021-09-01,local,868.3498382317609
Pulau Pinang,2021-09-01,local,851.3038806994984
Perlis,2021-09-01,local,942.6065410114782
Melaka,2021-09-01,local,814.225916125256
Sabah,2021-09-01,local,851.1110446189575
Johor,2021-09-01,local,735.4393999827288
Kelantan,2021-10-01,local,1055.0871083960922
Negeri Sembilan,2021-10-01,local,868.2313151172142
Terengganu,2021-10-01,local,892.9074002778752
Kedah,2021-10-01,local,822.2407535492472
Sarawak,2021-10-01,local,874.2533171643717
Pahang,2021-10-01,local,828.4762066614096
W.P. Labuan,2021-10-01,local,811.5811561085726
Selangor,2021-10-01,local,877.6343034682551
Perak,2021-10-01,local,922.8495711411127
Pulau Pinang,2021-10-01,local,771.3178579256988
Perlis,2021-10-01,local,1106.3561253854741
Melaka,2021-10-01,local,824.7790603535523
Sabah,2021-10-01,local,836.2060064486152
Johor,2021-10-01,local,987.1015909022053
Kelantan,2021-11-01,local,795.251445060319
Negeri Sembilan,2021-11-01,local,727.2315554095438
Terengganu,2021-11-01,local,842.8514644016994
Kedah,2021-11-01,local,967.940563382179
Sarawak,2021-11-01,local,1043.5703878573895
Pahang,2021-11-01,local,1067.9366809838925
W.P. Labuan,2021-11-01,local,771.259515625028
Selangor,2021-11-01,local,1044.3283033891066
Perak,2021-11-01,local,946.9090888536476
Pulau Pinang,2021-11-01,local,859.5290181885631
Perlis,2021-11-01,local,781.594227537519
Melaka,2021-11-01,local,1022.4386680607553
Sabah,2021-11-01,local,970.95839683087
Johor,2021-11-01,local,1080.5108408772896
Kelantan,2021-12-01,local,1060.4116972034506
Negeri Sembilan,2021-12-01,local,1073.7694932934635
Terengganu,2021-12-01,local,1030.2763698349845
Kedah,2021-12-01,local,1043.7300385337367
Sarawak,2021-12-01,local,758.0970020428275
Pahang,2021-12-01,local,1074.920177241523
W.P. Labuan,2021-12-01,local,755.7565455008324
Selangor,2021-12-01,local,823.5805717808205
Perak,2021-12-01,local,945.8833071571864
Pulau Pinang,2021-12-01,local,888.6864855605114
Perlis,2021-12-01,local,1045.018497562418
Melaka,2021-12-01,local,1105.4731898497369
Sabah,2021-12-01,local,747.5792201935583
Johor,2021-12-01,local,799.0023764272476
Kelantan,2022-01-01,local,1005.1085770206831
Negeri Sembilan,2022-01-01,local,909.9312028893662
Terengganu,2022-01-01,local,784.0041903588437
Kedah,2022-01-01,local,1077.4552166261863
Sarawak,2022-01-01,local,1037.1265370678266
Pahang,2022-01-01,local,1055.451532929545
W.P. Labuan,2022-01-01,local,779.9628483661579
Selangor,2022-01-01,local,1002.1626363814761
Perak,2022-01-01,local,967.5932601081493
Pulau Pinang,2022-01-01,local,1014.1746403887627
Perlis,2022-01-01,local,967.4431593565569
Melaka,2022-01-01,local,994.9614057753346
Sabah,2022-01-01,local,1030.1881407047251
Johor,2022-01-01,local,753.1167211076352
Kelantan,2022-02-01,local,952.2781805553246
Negeri Sembilan,2022-02-01,local,909.2922520702529
Terengganu,2022-02-01,local,810.4740318429094
Kedah,2022-02-01,local,727.2926909320022
Sarawak,2022-02-01,local,849.5231721452227
Pahang,2022-02-01,local,785.8945569123873
W.P. Labuan,2022-02-01,local,784.5847823176559
Selangor,2022-02-01,local,806.8595860778372
Perak,2022-02-01,local,743.6555025373478
Pulau Pinang,2022-02-01,local,801.8127324924621
Perlis,2022-02-01,local,1015.699147892929
Melaka,2022-02-01,local,880.4230325510158
Sabah,2022-02-01,local,727.6237959822395
Johor,2022-02-01,local,710.1620093011328
Kelantan,2022-03-01,local,884.3862864096569
Negeri Sembilan,2022-03-01,local,854.2070753047315
Terengganu,2022-03-01,local,1053.0301148618207
Kedah,2022-03-01,local,1123.3886427028324
Sarawak,2022-03-01,local,1031.4823538991461
Pahang,2022-03-01,local,765.7707100846485
W.P. Labuan,2022-03-01,local,764.0375584346664
Selangor,2022-03-01,local,1098.1170331428646
Perak,2022-03-01,local,823.6819497412824
Pulau Pinang,2022-03-01,local,891.3642006434976
Perlis,2022-03-01,local,769.2927086176038
Melaka,2022-03-01,local,1032.6447034914627
Sabah,2022-03-01,local,1085.8845844282584
Johor,2022-03-01,local,1094.9180602739118
Kelantan,2022-04-01,local,1101.3860571490898
Negeri Sembilan,2022-04-01,local,887.6687810191269
Terengganu,2022-04-01,local,1065.7411060859736
Kedah,2022-04-01,local,951.4663234429997
Sarawak,2022-04-01,local,869.7389359094074
Pahang,2022-04-01,local,1021.8197152833429
W.P. Labuan,2022-04-01,local,1088.3744487751776
Selangor,2022-04-01,local,826.1597063431382
Perak,2022-04-01,local,797.6697938681552
Pulau Pinang,2022-04-01,local,947.1522359931226
Perlis,2022-04-01,local,772.7773399814561
Melaka,2022-04-01,local,995.8916743385523
Sabah,2022-04-01,local,925.3162733493832
Johor,2022-04-01,local,820.1646205183838
Kelantan,2022-05-01,local,969.0387286467973
Negeri Sembilan,2022-05-01,local,995.9051442721127
Terengganu,2022-05-01,local,847.7573715378387
Kedah,2022-05-01,local,1126.842532693234
Sarawak,2022-05-01,local,852.185415762151
Pahang,2022-05-01,local,910.1734626528281
W.P. Labuan,2022-05-01,local,845.2989198116505
Selangor,2022-05-01,local,1046.682480649728
Perak,2022-05-01,local,1057.0368417149712
Pulau Pinang,2022-05-01,local,835.3674941192802
Perlis,2022-05-01,local,777.5864879237232
Melaka,2022-05-01,local,914.9177311928712
Sabah,2022-05-01,local,1132.3646640665495
Johor,2022-05-01,local,947.9031594644408
Kelantan,2022-06-01,local,1046.330286275457
Negeri Sembilan,2022-06-01,local,965.4503617979592
Terengganu,2022-06-01,local,904.4557657235866
Kedah,2022-06-01,local,914.2988730864417
Sarawak,2022-06-01,local,1064.8387845839818
Pahang,2022-06-01,local,792.890763191451
W.P. Labuan,2022-06-01,local,878.2604913939355
Selangor,2022-06-01,local,986.4019029739476
Perak,2022-06-01,local,897.3521901452918
Pulau Pinang,2022-06-01,local,981.8856054094333
Perlis,2022-06-01,local,793.8589287191235
Melaka,2022-06-01,local,1078.531366478553
Sabah,2022-06-01,local,1059.286468315636
Johor,2022-06-01,local,1118.4894715157432
Kelantan,2022-07-01,local,793.790413668563
Negeri Sembilan,2022-07-01,local,813.0597506771514
Terengganu,2022-07-01,local,860.8689079399943
Kedah,2022-07-01,local,1083.7913087727152
Sarawak,2022-07-01,local,841.0940844882824
Pahang,2022-07-01,local,878.0538697413143
W.P. Labuan,2022-07-01,local,1114.673718127981
Selangor,2022-07-01,local,802.2445212203392
Perak,2022-07-01,local,863.8628939181051
Pulau Pinang,2022-07-01,local,1104.7697835596477
Perlis,2022-07-01,local,997.1288000812873
Melaka,2022-07-01,local,986.9923494892962
Sabah,2022-07-01,local,917.1228335862219
Johor,2022-07-01,local,1104.5364474902365
Kelantan,2022-08-01,local,940.805555012377
Negeri Sembilan,2022-08-01,local,1079.1605579520287
Terengganu,2022-08-01,local,992.1579407007969
Kedah,2022-08-01,local,1101.113917326908
Sarawak,2022-08-01,local,996.6450005456896
Pahang,2022-08-01,local,980.2144435796204
W.P. Labuan,2022-08-01,local,1153.0178499850686
Selangor,2022-08-01,local,1118.577331450072
Perak,2022-08-01,local,963.973459706693
Pulau Pinang,2022-08-01,local,789.8781824537514
Perlis,2022-08-01,local,1079.5658669878658
Melaka,2022-08-01,local,864.9584683260636
Sabah,2022-08-01,local,935.1317343440676
Johor,2022-08-01,local,912.9161486505844
Kelantan,2022-09-01,local,928.5895960668391
Negeri Sembilan,2022-09-01,local,996.6056259112712
Terengganu,2022-09-01,local,865.0611531166332
Kedah,2022-09-01,local,926.202980969929
Sarawak,2022-09-01,local,909.7643613790115
Pahang,2022-09-01,local,1002.4257403220876
W.P. Labuan,2022-09-01,local,1115.513468049482
Selangor,2022-09-01,local,813.9732130571673
Perak,2022-09-01,local,1103.4886813569171
Pulau Pinang,2022-09-01,local,1032.2368667975625
Perlis,2022-09-01,local,932.9033803919061
Melaka,2022-09-01,local,940.0449252164689
